book_name,author_id,author_name,publishing_company,city,fiscal_year,calendar_year,year_month,date,AutoARIMA,HoltWinters,SeasonalNaive
Structure reality operation around according education.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2023,202312,2023-12-01,29845.748,27028.037,28552.527
Structure reality operation around according education.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202401,2024-01-01,30375.184,25837.775,31369.584
Structure reality operation around according education.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202402,2024-02-01,30155.12,26852.648,26192.139
Structure reality operation around according education.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202403,2024-03-01,30236.775,23944.062,29590.857
Structure reality operation around according education.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202404,2024-04-01,30211.02,23917.69,27147.17
Structure reality operation around according education.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202405,2024-05-01,30216.79,25112.65,30255.281
Structure reality operation around according education.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202406,2024-06-01,30216.932,26518.498,27362.889
Structure reality operation around according education.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202407,2024-07-01,30215.703,23931.076,28069.299
Structure reality operation around according education.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202408,2024-08-01,30216.701,28187.037,28005.174
Structure reality operation around according education.,113960985,Vincent Cooper,Hart LLC,Robertbury,2025,2024,202409,2024-09-01,30216.105,31426.64,32473.135
Structure reality operation around according education.,113960985,Vincent Cooper,Hart LLC,Robertbury,2025,2024,202410,2024-10-01,30216.41,21063.596,25508.748
Structure reality operation around according education.,113960985,Vincent Cooper,Hart LLC,Robertbury,2025,2024,202411,2024-11-01,30216.27,24435.271,27049.02
Structure reality operation around according education.,113960985,Vincent Cooper,Hart LLC,Robertbury,2025,2024,202412,2024-12-01,30216.328,25056.69,28552.527
Structure reality operation around according education.,113960985,Vincent Cooper,Hart LLC,Robertbury,2025,2025,202501,2025-01-01,30216.307,23866.428,31369.584
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2024,2023,202310,2023-10-01,99828.05,111235.65,125045.664
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2024,2023,202311,2023-11-01,103250.984,117994.016,116383.78
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2024,2023,202312,2023-12-01,101983.98,106960.25,98671.28
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2024,2024,202401,2024-01-01,117779.984,127348.055,113931.56
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2024,2024,202402,2024-02-01,123465.55,117503.87,114662.17
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2024,2024,202403,2024-03-01,159470.97,144982.0,165888.02
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2024,2024,202404,2024-04-01,173058.45,153988.62,144772.89
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2024,2024,202405,2024-05-01,163086.64,145240.27,139212.8
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2024,2024,202406,2024-06-01,136584.98,127831.75,121031.83
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2024,2024,202407,2024-07-01,103249.07,109668.555,116864.6
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2024,2024,202408,2024-08-01,107739.336,111960.85,106804.51
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2025,2024,202409,2024-09-01,106311.81,117913.58,110551.695
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2025,2024,202410,2024-10-01,97659.25,111115.64,125045.664
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2025,2024,202411,2024-11-01,92997.63,117898.0,116383.78
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2025,2024,202412,2024-12-01,80728.84,106883.445,98671.28
Program speak miss.,52290062,Randy Luna,Romero Ltd,Port Anthonyhaven,2025,2025,202501,2025-01-01,96166.46,127286.61,113931.56
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2024,2023,202310,2023-10-01,35821.53,36475.64,35378.188
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2024,2023,202311,2023-11-01,34931.47,31408.13,34488.125
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2024,2023,202312,2023-12-01,33919.72,30296.26,33476.375
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2024,2024,202401,2024-01-01,32830.566,29458.2,32387.223
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2024,2024,202402,2024-02-01,34948.5,29361.453,34505.152
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2024,2024,202403,2024-03-01,30993.264,28868.074,30549.92
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2024,2024,202404,2024-04-01,33721.38,30545.365,33278.035
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2024,2024,202405,2024-05-01,34359.29,33841.25,33915.945
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2024,2024,202406,2024-06-01,35837.895,32957.82,35394.55
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2024,2024,202407,2024-07-01,34624.03,30109.01,34180.688
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2024,2024,202408,2024-08-01,30664.916,30384.562,30221.57
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2025,2024,202409,2024-09-01,33525.05,30749.838,33081.707
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2025,2024,202410,2024-10-01,36264.88,35371.27,35378.188
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2025,2024,202411,2024-11-01,35374.812,30382.715,34488.125
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2025,2024,202412,2024-12-01,34363.062,29344.156,33476.375
Physical ability true.,77004521,Katie Phelps,Diaz and Sons,Robertbury,2025,2025,202501,2025-01-01,33273.91,28574.164,32387.223
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2023,202310,2023-10-01,134659.95,142649.7,171435.48
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2023,202311,2023-11-01,145285.88,123919.41,161925.89
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2023,202312,2023-12-01,144595.12,118800.75,161235.14
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202401,2024-01-01,135828.67,127534.54,152468.69
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202402,2024-02-01,130809.87,111699.57,147449.89
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202403,2024-03-01,159758.69,143706.66,176398.72
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202404,2024-04-01,154011.12,147588.67,170651.14
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202405,2024-05-01,141098.47,139917.25,157738.5
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202406,2024-06-01,146576.19,119889.69,163216.2
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202407,2024-07-01,135532.11,112427.92,152172.12
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2024,2024,202408,2024-08-01,146099.61,139028.58,162739.62
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2025,2024,202409,2024-09-01,169459.2,120060.02,186099.22
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2025,2024,202410,2024-10-01,118019.93,109892.35,171435.48
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2025,2024,202411,2024-11-01,128645.85,91162.05,161925.89
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2025,2024,202412,2024-12-01,127955.1,86043.4,161235.14
Ever practice suffer ground then heavy.,59878911,Jessica Thompson,"Kelley, Harvey and Jordan",Port Anthonyhaven,2025,2025,202501,2025-01-01,119188.65,94777.18,152468.69
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2023,202310,2023-10-01,301373.84,260693.0,289819.94
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2023,202311,2023-11-01,238737.4,250739.9,265013.53
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2023,202312,2023-12-01,318306.62,273353.4,318306.62
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202401,2024-01-01,268768.62,239873.23,268768.62
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202402,2024-02-01,255009.9,222156.88,255009.9
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202403,2024-03-01,287583.5,243914.66,287583.5
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202404,2024-04-01,240282.05,210998.75,240282.05
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202405,2024-05-01,258248.89,222224.4,258248.89
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202406,2024-06-01,244811.44,221802.58,244811.44
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202407,2024-07-01,232825.31,208062.69,232825.31
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202408,2024-08-01,327292.7,238287.3,327292.7
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2024,202409,2024-09-01,262125.12,257578.95,262125.12
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2024,202410,2024-10-01,301373.84,231263.66,289819.94
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2024,202411,2024-11-01,238737.4,221310.58,265013.53
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2024,202412,2024-12-01,318306.62,243924.08,318306.62
Season travel inside.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2025,202501,2025-01-01,268768.62,210443.9,268768.62
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2023,202310,2023-10-01,211213.84,137658.14,223894.22
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2023,202311,2023-11-01,196322.28,125790.06,204530.81
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2023,202312,2023-12-01,214358.83,132981.16,219672.55
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202401,2024-01-01,213806.8,114077.73,217246.6
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202402,2024-02-01,181734.22,88955.64,183960.94
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202403,2024-03-01,210356.52,128512.96,211797.97
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202404,2024-04-01,197364.77,112787.97,198297.88
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202405,2024-05-01,213019.73,161107.61,213623.77
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202406,2024-06-01,210934.08,126291.48,211325.1
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202407,2024-07-01,193061.34,208613.22,193314.47
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202408,2024-08-01,205706.4,199669.45,205870.27
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2025,2024,202409,2024-09-01,196355.14,96136.08,196461.22
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2025,2024,202410,2024-10-01,211145.17,70076.164,223894.22
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2025,2024,202411,2024-11-01,196277.83,58208.082,204530.81
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2025,2024,202412,2024-12-01,214330.05,65399.17,219672.55
According campaign take rather.,40855367,Louis White,Shannon-Diaz,Robertbury,2025,2025,202501,2025-01-01,213788.17,46495.742,217246.6
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2024,2023,202310,2023-10-01,84601.44,116633.74,121417.33
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2024,2023,202311,2023-11-01,69634.414,113193.7,114945.38
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2024,2023,202312,2023-12-01,72086.54,124937.66,113843.22
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2024,2024,202401,2024-01-01,67711.07,116298.27,110954.84
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2024,2024,202402,2024-02-01,70733.57,110439.22,113355.16
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2024,2024,202403,2024-03-01,60298.918,120229.21,103180.82
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2024,2024,202404,2024-04-01,76521.4,115820.69,119294.38
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2024,2024,202405,2024-05-01,77532.016,112327.5,120350.58
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2024,2024,202406,2024-06-01,84601.7,127424.69,127401.19
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2024,2024,202407,2024-07-01,69268.195,120384.984,112075.664
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2024,2024,202408,2024-08-01,64836.92,115461.8,107641.055
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2025,2024,202409,2024-09-01,38278.68,116335.484,81084.21
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2025,2024,202410,2024-10-01,41796.492,118484.76,121417.33
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2025,2024,202411,2024-11-01,26829.225,114908.83,114945.38
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2025,2024,202412,2024-12-01,29281.453,126526.87,113843.22
Senior war away market need.,19317205,Kyle George,Glenn Inc,Antonioburgh,2025,2025,202501,2025-01-01,24905.941,117770.805,110954.84
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202310,2023-10-01,123053.734,125382.85,137495.52
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202311,2023-11-01,103847.484,109726.66,118917.4
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202312,2023-12-01,97783.836,106583.38,106680.22
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202401,2024-01-01,102515.46,109322.32,115516.086
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202402,2024-02-01,97707.2,105665.07,109966.95
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202403,2024-03-01,121202.64,128017.55,131167.81
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202404,2024-04-01,120201.95,127079.36,133378.38
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202405,2024-05-01,125844.21,130632.55,143199.19
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202406,2024-06-01,120363.82,124307.734,139583.48
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202407,2024-07-01,114338.53,120652.336,129173.516
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202408,2024-08-01,129657.19,136081.88,145221.98
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202409,2024-09-01,106770.41,111200.41,120664.93
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202410,2024-10-01,108191.35,113221.664,137495.52
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202411,2024-11-01,89545.93,97565.47,118917.4
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202412,2024-12-01,83157.305,94422.195,106680.22
Too economic create.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2025,202501,2025-01-01,88077.24,97161.14,115516.086
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2023,202310,2023-10-01,169295.19,160043.0,189323.89
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2023,202311,2023-11-01,170871.64,160435.69,185087.94
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2023,202312,2023-12-01,186011.56,159025.98,196102.25
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202401,2024-01-01,182542.52,159574.27,189704.84
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202402,2024-02-01,165009.14,149001.7,170092.94
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202403,2024-03-01,180132.66,156116.08,183741.11
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202404,2024-04-01,174615.25,158390.72,177176.53
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202405,2024-05-01,172340.05,152366.58,174158.03
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202406,2024-06-01,178452.98,153385.44,179743.39
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202407,2024-07-01,172689.73,138195.56,173605.66
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202408,2024-08-01,170248.89,148509.23,170899.02
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2025,2024,202409,2024-09-01,165267.45,138822.48,165728.9
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2025,2024,202410,2024-10-01,168967.66,133906.81,189323.89
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2025,2024,202411,2024-11-01,170639.16,134299.5,185087.94
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2025,2024,202412,2024-12-01,185846.55,132889.8,196102.25
End fall rise away center feel.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2025,2025,202501,2025-01-01,182425.39,133438.06,189704.84
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2023,202310,2023-10-01,308183.06,291991.12,326291.66
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2023,202311,2023-11-01,308709.0,304200.25,326817.62
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2023,202312,2023-12-01,295294.56,293092.75,313403.16
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202401,2024-01-01,309008.75,295406.06,327117.38
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202402,2024-02-01,308929.12,282900.03,327037.72
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202403,2024-03-01,301922.34,310606.12,320030.97
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202404,2024-04-01,310588.88,320147.66,328697.47
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202405,2024-05-01,320404.66,316940.53,338513.28
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202406,2024-06-01,312393.2,309299.16,330501.78
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202407,2024-07-01,304291.38,290362.1,322399.97
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202408,2024-08-01,301614.75,305841.6,319723.34
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2024,202409,2024-09-01,293960.1,282904.97,312068.72
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2024,202410,2024-10-01,290074.47,274023.38,326291.66
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2024,202411,2024-11-01,290600.4,286815.6,326817.62
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2024,202412,2024-12-01,277185.94,276272.3,313403.16
Green may outside.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2025,202501,2025-01-01,290900.16,279131.47,327117.38
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2024,2023,202310,2023-10-01,115782.83,112134.38,89553.984
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2024,2023,202311,2023-11-01,114415.414,115924.33,103845.4
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2024,2023,202312,2023-12-01,121196.945,124529.42,116549.89
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2024,2024,202401,2024-01-01,116205.99,116488.12,104863.766
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2024,2024,202402,2024-02-01,114472.86,120988.62,106075.91
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2024,2024,202403,2024-03-01,116900.67,125893.63,113648.06
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2024,2024,202404,2024-04-01,120175.55,126989.32,109084.01
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2024,2024,202405,2024-05-01,119780.92,128982.67,108628.96
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2024,2024,202406,2024-06-01,118873.39,123641.34,105341.664
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2024,2024,202407,2024-07-01,120188.26,121555.52,101390.055
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2024,2024,202408,2024-08-01,124246.67,121928.57,102651.46
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2025,2024,202409,2024-09-01,122685.84,124001.984,106632.15
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2025,2024,202410,2024-10-01,128800.52,130439.72,89553.984
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2025,2024,202411,2024-11-01,139787.08,134229.67,103845.4
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2025,2024,202412,2024-12-01,151241.5,142834.75,116549.89
Try buy how.,104425387,Melissa Williams,Bond Group,Antonioburgh,2025,2025,202501,2025-01-01,140968.42,134793.45,104863.766
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2024,2023,202310,2023-10-01,86816.42,81655.23,95809.73
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2024,2023,202311,2023-11-01,86816.42,86769.05,110059.734
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2024,2023,202312,2023-12-01,86816.42,83636.375,99504.664
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2024,2024,202401,2024-01-01,86816.42,77814.33,101531.625
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2024,2024,202402,2024-02-01,86816.42,74770.69,89375.43
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2024,2024,202403,2024-03-01,86816.42,69699.63,91841.77
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2024,2024,202404,2024-04-01,86816.42,75984.6,97901.96
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2024,2024,202405,2024-05-01,86816.42,67952.32,83478.39
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2024,2024,202406,2024-06-01,86816.42,70512.57,80296.95
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2024,2024,202407,2024-07-01,86816.42,70344.02,82807.45
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2024,2024,202408,2024-08-01,86816.42,62060.805,77395.23
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2025,2024,202409,2024-09-01,86816.42,71803.48,92930.24
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2025,2024,202410,2024-10-01,86816.42,65022.24,95809.73
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2025,2024,202411,2024-11-01,86816.42,70136.06,110059.734
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2025,2024,202412,2024-12-01,86816.42,67003.39,99504.664
Building difference media treatment.,55414573,Emily Garcia,Glenn Inc,Antonioburgh,2025,2025,202501,2025-01-01,86816.42,61181.344,101531.625
Although central single chair they consider.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2023,202310,2023-10-01,226913.52,227669.88,235331.44
Although central single chair they consider.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2023,202311,2023-11-01,216650.31,210854.36,225068.23
Although central single chair they consider.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2023,202312,2023-12-01,167028.34,170246.97,175446.28
Although central single chair they consider.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202401,2024-01-01,190698.73,182760.62,199116.66
Although central single chair they consider.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202402,2024-02-01,170792.89,170271.8,179210.81
Although central single chair they consider.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202403,2024-03-01,228327.0,250873.61,236744.92
Although central single chair they consider.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202404,2024-04-01,208550.89,233310.84,216968.81
Although central single chair they consider.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202405,2024-05-01,208793.36,230376.42,217211.28
Although central single chair they consider.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202406,2024-06-01,210676.31,209204.77,219094.25
Although central single chair they consider.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202407,2024-07-01,210173.05,210292.97,218590.97
Although central single chair they consider.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202408,2024-08-01,204787.2,224695.02,213205.14
Although central single chair they consider.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2025,2024,202409,2024-09-01,224728.97,228134.66,233146.9
Although central single chair they consider.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2025,2024,202410,2024-10-01,218495.6,227604.42,235331.44
